zurich_city_01_a_0001.npy,zurich_city_01_a_0002.npy
zurich_city_01_a_0002.npy,zurich_city_01_a_0003.npy
zurich_city_01_a_0003.npy,zurich_city_01_a_0004.npy
zurich_city_01_a_0004.npy,zurich_city_01_a_0005.npy
zurich_city_01_a_0005.npy,zurich_city_01_a_0006.npy
zurich_city_01_a_0006.npy,zurich_city_01_a_0007.npy
zurich_city_01_a_0007.npy,zurich_city_01_a_0008.npy
zurich_city_01_a_0008.npy,zurich_city_01_a_0009.npy
zurich_city_01_a_0009.npy,zurich_city_01_a_0010.npy
zurich_city_01_a_0010.npy,zurich_city_01_a_0011.npy
zurich_city_01_a_0011.npy,zurich_city_01_a_0012.npy
zurich_city_01_a_0012.npy,zurich_city_01_a_0013.npy
zurich_city_01_a_0013.npy,zurich_city_01_a_0014.npy
zurich_city_01_a_0014.npy,zurich_city_01_a_0015.npy
zurich_city_01_a_0015.npy,zurich_city_01_a_0016.npy
zurich_city_01_a_0016.npy,zurich_city_01_a_0017.npy
zurich_city_01_a_0017.npy,zurich_city_01_a_0018.npy
zurich_city_01_a_0018.npy,zurich_city_01_a_0019.npy
zurich_city_01_a_0019.npy,zurich_city_01_a_0020.npy
zurich_city_01_a_0020.npy,zurich_city_01_a_0021.npy
zurich_city_01_a_0021.npy,zurich_city_01_a_0022.npy
zurich_city_01_a_0022.npy,zurich_city_01_a_0023.npy
zurich_city_01_a_0023.npy,zurich_city_01_a_0024.npy
zurich_city_01_a_0024.npy,zurich_city_01_a_0025.npy
zurich_city_01_a_0025.npy,zurich_city_01_a_0026.npy
zurich_city_01_a_0026.npy,zurich_city_01_a_0027.npy
zurich_city_01_a_0027.npy,zurich_city_01_a_0028.npy
zurich_city_01_a_0028.npy,zurich_city_01_a_0029.npy
zurich_city_01_a_0029.npy,zurich_city_01_a_0030.npy
zurich_city_01_a_0030.npy,zurich_city_01_a_0031.npy
zurich_city_01_a_0031.npy,zurich_city_01_a_0032.npy
